letter	frequency
2012-7	104.36
2012-8	995.90
2013-2	3900.00
2013-3	11168.46
2013-4	1442.59
2013-5	2757.03
2013-6	2338.45
2013-7	2829.01
2013-8	6185.86
2013-9	1648.97
2013-10	1541.90
2013-11	1815.30
2013-12	3681.57
2014-1	1799.17
2014-2	2041.85
2014-3	1582.68
2014-4	1507.96
2014-5	1555.40
2014-6	1337.20
2014-7	1337.20
2014-8	1337.20
2014-9	1337.20
2014-10	1337.20
2014-11	1337.20
2014-12	1337.20
2015-1	37.20
